RowLabel,ColLabel,Value,x,y
movement,action,0.511877715587616,0,12
movement,animals,0.35044732689857483,1,12
movement,artifact,0.5264008045196533,2,12
movement,body,0.5557501316070557,3,12
movement,cognition,0.49578097462654114,4,12
movement,colors,0.38755178451538086,5,12
movement,conflict,0.5883851051330566,6,12
movement,evaluative.negative,0.5597008466720581,7,12
movement,evaluative.positive,0.5677319765090942,8,12
movement,exchange,0.5680146217346191,9,12
movement,kinship,0.40880057215690613,10,12
movement,medicine,0.5439647436141968,11,12
movement,movement,0.764518141746521,12,12
movement,person,0.43286457657814026,13,12
movement,place,0.5658581256866455,14,12
movement,plants_and_food,0.4036484956741333,15,12
movement,quantity,0.46781373023986816,16,12
movement,relational,0.5757202506065369,17,12
movement,sense.auditory,0.38194015622138977,18,12
movement,sense.visual,0.48879867792129517,19,12
movement,shapes,0.45814985036849976,20,12
movement,size,0.597326934337616,21,12
movement,spatial,0.6025010943412781,22,12
movement,substance,0.5086581110954285,23,12
movement,temperature,0.5401393175125122,24,12
movement,time.period,0.48117852210998535,25,12
movement,time.relative,0.6512072086334229,26,12
person,action,0.3524835705757141,0,13
person,animals,0.35827863216400146,1,13
person,artifact,0.40112775564193726,2,13
person,body,0.33608880639076233,3,13
person,cognition,0.44269639253616333,4,13
person,colors,0.2804583013057709,5,13
person,conflict,0.4280562400817871,6,13
person,evaluative.negative,0.33963605761528015,7,13
person,evaluative.positive,0.3760446012020111,8,13
person,exchange,0.41370221972465515,9,13
person,kinship,0.5110558867454529,10,13
person,medicine,0.3435083031654358,11,13
person,movement,0.43286457657814026,12,13
person,person,0.8670018911361694,13,13
person,place,0.5085381865501404,14,13
person,plants_and_food,0.2311374992132187,15,13
person,quantity,0.3655645251274109,16,13
person,relational,0.45949095487594604,17,13
person,sense.auditory,0.3318362832069397,18,13
person,sense.visual,0.3770841956138611,19,13
person,shapes,0.27731800079345703,20,13
person,size,0.38044172525405884,21,13
person,spatial,0.355390727519989,22,13
person,substance,0.3220827877521515,23,13
person,temperature,0.20308631658554077,24,13
person,time.period,0.38516658544540405,25,13
person,time.relative,0.4138503074645996,26,13
place,action,0.3096022307872772,0,14
place,animals,0.351526141166687,1,14
place,artifact,0.4601898491382599,2,14
place,body,0.42773759365081787,3,14
place,cognition,0.367938369512558,4,14
place,colors,0.28673189878463745,5,14
place,conflict,0.3480113446712494,6,14
place,evaluative.negative,0.3291056752204895,7,14
place,evaluative.positive,0.3632296025753021,8,14
place,exchange,0.3942200839519501,9,14
place,kinship,0.3648674190044403,10,14
place,medicine,0.33852341771125793,11,14
place,movement,0.5658581256866455,12,14
place,person,0.5085381865501404,13,14
place,place,0.8320965766906738,14,14
place,plants_and_food,0.31439560651779175,15,14
place,quantity,0.2648971676826477,16,14
place,relational,0.29427534341812134,17,14
place,sense.auditory,0.16412261128425598,18,14
place,sense.visual,0.34989601373672485,19,14
place,shapes,0.39528197050094604,20,14
place,size,0.40011709928512573,21,14
place,spatial,0.5295294523239136,22,14
place,substance,0.42559880018234253,23,14
place,temperature,0.4474228024482727,24,14
place,time.period,0.4050390422344208,25,14
place,time.relative,0.5069409608840942,26,14
plants_and_food,action,0.38522520661354065,0,15
plants_and_food,animals,0.5291991829872131,1,15
plants_and_food,artifact,0.42709439992904663,2,15
plants_and_food,body,0.4327428936958313,3,15
plants_and_food,cognition,0.3392234146595001,4,15
plants_and_food,colors,0.6104885339736938,5,15
plants_and_food,conflict,0.3846656084060669,6,15
plants_and_food,evaluative.negative,0.4400929808616638,7,15
plants_and_food,evaluative.positive,0.5033195614814758,8,15
plants_and_food,exchange,0.5032196640968323,9,15
plants_and_food,kinship,0.396877646446228,10,15
plants_and_food,medicine,0.5863676071166992,11,15
plants_and_food,movement,0.4036484956741333,12,15
plants_and_food,person,0.2311374992132187,13,15
plants_and_food,place,0.31439560651779175,14,15
plants_and_food,plants_and_food,0.6935350894927979,15,15
plants_and_food,quantity,0.3936259150505066,16,15
plants_and_food,relational,0.3734724521636963,17,15
plants_and_food,sense.auditory,0.292599618434906,18,15
plants_and_food,sense.visual,0.3970561623573303,19,15
plants_and_food,shapes,0.4778250455856323,20,15
plants_and_food,size,0.4781045913696289,21,15
plants_and_food,spatial,0.4059569835662842,22,15
plants_and_food,substance,0.6548765301704407,23,15
plants_and_food,temperature,0.5955089926719666,24,15
plants_and_food,time.period,0.40351104736328125,25,15
plants_and_food,time.relative,0.3483273386955261,26,15
quantity,action,0.35565823316574097,0,16
quantity,animals,0.35555514693260193,1,16
quantity,artifact,0.40101778507232666,2,16
quantity,body,0.5067993402481079,3,16
quantity,cognition,0.4255169928073883,4,16
quantity,colors,0.4215087890625,5,16
quantity,conflict,0.4028422236442566,6,16
quantity,evaluative.negative,0.38269275426864624,7,16
quantity,evaluative.positive,0.5019705295562744,8,16
quantity,exchange,0.48473870754241943,9,16
quantity,kinship,0.35394003987312317,10,16
quantity,medicine,0.403922975063324,11,16
quantity,movement,0.46781373023986816,12,16
quantity,person,0.3655645251274109,13,16
quantity,place,0.2648971676826477,14,16
quantity,plants_and_food,0.3936259150505066,15,16
quantity,quantity,0.7435032725334167,16,16
quantity,relational,0.5327391624450684,17,16
quantity,sense.auditory,0.34070029854774475,18,16
quantity,sense.visual,0.42069125175476074,19,16
quantity,shapes,0.49494796991348267,20,16
quantity,size,0.6228289604187012,21,16
quantity,spatial,0.4465263783931732,22,16
quantity,substance,0.4148789942264557,23,16
quantity,temperature,0.3954452574253082,24,16
quantity,time.period,0.548682689666748,25,16
quantity,time.relative,0.5072256922721863,26,16
relational,action,0.47495949268341064,0,17
relational,animals,0.28722822666168213,1,17
relational,artifact,0.4184838831424713,2,17
relational,body,0.4786961078643799,3,17
relational,cognition,0.5311671495437622,4,17
relational,colors,0.473403662443161,5,17
relational,conflict,0.5034396648406982,6,17
relational,evaluative.negative,0.5368006229400635,7,17
relational,evaluative.positive,0.5931128263473511,8,17
relational,exchange,0.5357069969177246,9,17
relational,kinship,0.44672486186027527,10,17
relational,medicine,0.4427540600299835,11,17
relational,movement,0.5757202506065369,12,17
relational,person,0.45949095487594604,13,17
relational,place,0.29427534341812134,14,17
relational,plants_and_food,0.3734724521636963,15,17
relational,quantity,0.5327391624450684,16,17
relational,relational,0.7770583629608154,17,17
relational,sense.auditory,0.4280087351799011,18,17
relational,sense.visual,0.5250458717346191,19,17
relational,shapes,0.3840091824531555,20,17
relational,size,0.6171516180038452,21,17
relational,spatial,0.526027500629425,22,17
relational,substance,0.43909987807273865,23,17
relational,temperature,0.4146842956542969,24,17
relational,time.period,0.4600025415420532,25,17
relational,time.relative,0.5927119255065918,26,17
sense.auditory,action,0.47353649139404297,0,18
sense.auditory,animals,0.3645365536212921,1,18
sense.auditory,artifact,0.24331676959991455,2,18
sense.auditory,body,0.37430277466773987,3,18
sense.auditory,cognition,0.34908199310302734,4,18
sense.auditory,colors,0.28983908891677856,5,18
sense.auditory,conflict,0.4732576608657837,6,18
sense.auditory,evaluative.negative,0.35723546147346497,7,18
sense.auditory,evaluative.positive,0.45265182852745056,8,18
sense.auditory,exchange,0.3145345449447632,9,18
sense.auditory,kinship,0.3852737247943878,10,18
sense.auditory,medicine,0.16009411215782166,11,18
sense.auditory,movement,0.38194015622138977,12,18
sense.auditory,person,0.3318362832069397,13,18
